33.855,1040.781982,-2.257,,34.04243624,1040.66222,-0.860654545
31.476,1042.428955,3.782,,,,
34.709,1039.500977,-1.342,,,,
33.916,1039.744995,-2.928,,,,
33.977001,1038.342041,-0.366,,,,
32.146999,1043.222046,4.636,,,,
37.576,1036.938965,-4.514,,,,
29.219,1040.720947,-0.427,,,,
30.927,1042.001953,2.44,,,,
35.319,1037.244019,-6.039,,,,
31.781,1042.307007,4.453,,,,
33.916,1041.453003,0.183,,,,
37.148998,1042.428955,2.562,,,,
35.990002,1036.145996,1.281,,,,
37.576,1040.781982,-2.806,,,,
30.622,1040.660034,-1.952,,,,
37.698002,1042.795044,0.122,,,,
31.537001,1035.353027,-2.623,,,,
37.027,1041.026001,-0.488,,,,
33.062,1041.087036,-0.183,,,,
36.783001,1040.964966,4.88,,,,
34.037998,1043.649048,0.427,,,,
36.722,1040.477051,-2.806,,,,
30.438999,1041.331055,-0.061,,,,
35.075001,1039.68396,-3.477,,,,
29.524,1041.94104,1.342,,,,
33.488998,1039.13501,-2.806,,,,
32.695999,1041.208984,0.61,,,,
35.806999,1040.110962,-2.989,,,,
32.634998,1042.368042,-1.22,,,,
33.244999,1040.720947,-2.989,,,,
35.806999,1039.989014,-0.122,,,,
31.415001,1040.904053,-0.976,,,,
36.783001,1041.026001,-2.806,,,,
29.707001,1039.500977,-0.488,,,,
37.758999,1040.660034,0.488,,,,
34.037998,1039.744995,-6.222,,,,
32.208,1042.916992,4.331,,,,
33.733002,1040.050049,-3.111,,,,
31.049,1042.001953,-3.416,,,,
35.685001,1040.35498,-1.525,,,,
32.939999,1044.07605,2.684,,,,
36.844002,1040.720947,-3.843,,,,
36.722,1038.646973,-3.172,,,,
33.549999,1042.001953,0.671,,,,
34.831001,1040.598999,-0.427,,,,
33.855,1041.758057,-2.44,,,,
36.417,1041.391968,-0.671,,,,
32.452,1039.989014,0.427,,,,
34.709,1041.391968,-0.061,,,,
38.368999,1041.27002,-5.429,,,,
34.342999,1043.770996,1.769,,,,
32.085999,1039.989014,-1.586,,,,
30.5,1037.488037,-1.83,,,,
36.599998,1039.623047,-4.026,,,,
