1.098,-1018.578003,19.52,,0.93566129,-1017.338322,17.14591937
1.342,-1017.60199,21.472,,,,
-0.854,-1018.638977,19.764,,,,
4.148,-1016.747986,13.237,,,,
-1.83,-1018.028992,18.299999,,,,
1.22,-1015.588989,17.934,,,,
-5.612,-1018.455994,19.215,,,,
1.83,-1016.992004,18.605,,,,
0,-1017.784973,19.702999,,,,
-1.22,-1017.419006,18.544001,,,,
0.061,-1016.26001,16.653,,,,
1.952,-1019.370972,19.398001,,,,
0.549,-1016.687012,18.788,,,,
0.305,-1017.968018,18.361,,,,
0.915,-1018.578003,17.872999,,,,
0,-1017.052979,18.117001,,,,
0.976,-1017.663025,16.409,,,,
3.172,-1017.968018,17.08,,,,
1.281,-1015.893982,20.007999,,,,
0.427,-1019.797974,19.825001,,,,
0.488,-1017.663025,18.422001,,,,
-1.22,-1015.710999,15.372,,,,
1.525,-1019.309998,19.337,,,,
-2.501,-1017.663025,18.361,,,,
-0.122,-1016.869995,17.263,,,,
0.122,-1018.090027,18.056,,,,
-0.122,-1016.320984,16.653,,,,
1.403,-1016.442993,18.299999,,,,
-1.281,-1016.198975,16.531,,,,
2.562,-1017.846008,16.226,,,,
0,-1016.687012,14.701,,,,
2.196,-1018.94397,17.323999,,,,
-0.61,-1016.869995,17.323999,,,,
0.488,-1018.27301,18.239,,,,
0.793,-1017.663025,17.690001,,,,
2.44,-1015.955017,17.08,,,,
1.464,-1016.26001,16.653,,,,
1.952,-1017.296997,16.287001,,,,
-0.549,-1016.077026,13.969,,,,
2.623,-1017.968018,18.239,,,,
1.342,-1018.211975,18.177999,,,,
1.464,-1016.382019,17.568001,,,,
0,-1015.893982,14.762,,,,
1.098,-1019.065979,15.982,,,,
2.684,-1016.26001,17.08,,,,
1.098,-1016.992004,14.64,,,,
1.342,-1018.151001,17.263,,,,
1.83,-1017.174988,17.08,,,,
2.745,-1017.663025,15.128,,,,
1.525,-1018.028992,15.799,,,,
3.965,-1016.809021,15.86,,,,
1.464,-1017.784973,16.287001,,,,
0.488,-1017.419006,16.165001,,,,
2.379,-1016.198975,13.786,,,,
1.891,-1017.906982,16.531,,,,
1.037,-1016.077026,13.786,,,,
2.318,-1017.296997,15.555,,,,
1.952,-1016.320984,15.067,,,,
2.745,-1017.784973,16.042999,,,,
1.098,-1018.455994,17.934,,,,
0.854,-1015.406006,15.921,,,,
1.281,-1016.504028,15.799,,,,
