5.917,-2.44,-966.362,,3.047404255,-1.773758865,-965.0615299
3.172,-1.952,-967.338013,,,,
5.612,-1.342,-967.520996,,,,
3.294,-2.989,-965.630005,,,,
4.331,-2.257,-966.789001,,,,
4.941,0,-963.312012,,,,
4.087,-1.525,-964.593018,,,,
3.782,-1.952,-966.23999,,,,
2.501,-2.196,-967.276978,,,,
2.806,-0.549,-969.351013,,,,
4.88,-1.159,-965.203003,,,,
2.745,-3.172,-966.362,,,,
4.819,-1.281,-966.484009,,,,
1.403,-0.976,-965.56897,,,,
3.904,-3.172,-964.593018,,,,
3.965,-1.83,-964.653992,,,,
4.514,-4.453,-965.630005,,,,
3.599,-0.671,-964.715027,,,,
1.891,-2.379,-967.093994,,,,
4.026,-2.135,-965.56897,,,,
2.806,-2.196,-964.409973,,,,
2.135,-2.257,-964.836975,,,,
4.27,-0.732,-963.677979,,,,
0.854,-1.403,-963.129028,,,,
3.05,-0.305,-967.155029,,,,
3.843,-3.05,-964.653992,,,,
3.05,-1.098,-966.23999,,,,
4.209,-0.122,-964.531982,,,,
3.111,-2.135,-965.630005,,,,
4.575,-1.525,-961.969971,,,,
2.074,-2.562,-964.958984,,,,
3.111,-0.793,-965.812988,,,,
4.209,-2.928,-966.422974,,,,
3.538,-1.098,-965.447021,,,,
3.599,-1.525,-965.080994,,,,
3.111,-3.843,-964.653992,,,,
2.928,-2.257,-964.348999,,,,
3.904,0.61,-964.89801,,,,
1.586,-1.159,-964.471008,,,,
4.819,-3.477,-963.982971,,,,
1.098,-0.976,-966.057007,,,,
1.342,-2.318,-963.677979,,,,
4.209,-2.989,-967.216003,,,,
1.83,0,-965.142029,,,,
1.891,-0.305,-966.23999,,,,
2.44,-2.074,-963.617004,,,,
2.257,-1.281,-964.10498,,,,
1.83,-2.44,-966.179016,,,,
2.562,-0.366,-964.653992,,,,
2.501,-1.83,-963.861023,,,,
2.318,-1.769,-966.057007,,,,
3.904,-2.074,-965.325012,,,,
1.891,-2.867,-966.544983,,,,
3.538,-0.183,-965.874023,,,,
-0.671,-2.623,-963.250977,,,,
4.453,-1.342,-966.179016,,,,
3.721,-2.44,-966.179016,,,,
1.342,-1.769,-965.56897,,,,
4.392,-2.135,-964.958984,,,,
2.989,-2.562,-966.057007,,,,
3.05,-1.952,-966.179016,,,,
2.196,-0.549,-965.325012,,,,
3.477,-2.684,-964.715027,,,,
1.83,-2.196,-966.484009,,,,
3.294,-2.684,-964.409973,,,,
2.684,-0.671,-965.56897,,,,
3.05,-2.623,-963.312012,,,,
4.392,-1.525,-964.593018,,,,
4.209,-2.379,-965.690979,,,,
3.233,-1.769,-964.471008,,,,
3.233,-1.83,-964.593018,,,,
2.196,-2.257,-964.593018,,,,
4.27,-1.464,-963.55603,,,,
3.843,-2.44,-965.325012,,,,
4.27,-0.915,-965.203003,,,,
2.928,-2.074,-961.664978,,,,
2.867,-1.281,-964.10498,,,,
4.758,-0.488,-964.471008,,,,
3.05,-2.074,-963.982971,,,,
3.904,-1.891,-965.690979,,,,
4.331,-1.769,-965.934998,,,,
3.294,-2.318,-965.447021,,,,
4.636,-2.135,-963.982971,,,,
1.159,-1.525,-962.458008,,,,
2.745,-2.257,-964.776001,,,,
1.342,-0.61,-966.23999,,,,
2.379,-2.135,-963.250977,,,,
2.867,-1.647,-965.752014,,,,
2.623,-1.159,-962.823975,,,,
3.05,-1.769,-965.812988,,,,
2.318,-3.111,-967.765015,,,,
1.891,-0.366,-967.58197,,,,
-0.915,-1.281,-960.262024,,,,
2.928,-0.976,-964.471008,,,,
2.745,-1.769,-964.348999,,,,
2.867,-2.135,-963.067993,,,,
3.111,-2.074,-964.348999,,,,
4.27,-2.013,-966.23999,,,,
3.416,-1.586,-967.58197,,,,
4.209,-0.915,-964.166016,,,,
3.172,-0.549,-965.080994,,,,
2.562,-1.891,-967.276978,,,,
3.843,-0.671,-966.849976,,,,
1.83,-0.122,-965.447021,,,,
2.074,-1.464,-963.067993,,,,
2.013,-2.684,-965.690979,,,,
2.684,-1.403,-963.190002,,,,
3.111,-2.745,-965.263977,,,,
3.538,-2.196,-963.677979,,,,
2.867,-1.037,-966.911011,,,,
4.209,-2.562,-965.385986,,,,
2.318,-1.037,-962.275024,,,,
1.464,-1.952,-963.434021,,,,
1.037,-2.867,-964.89801,,,,
1.769,-2.867,-965.812988,,,,
1.708,-1.586,-963.617004,,,,
2.318,-1.22,-966.544983,,,,
2.318,-3.538,-965.385986,,,,
2.074,-2.318,-965.56897,,,,
1.647,-1.708,-964.22699,,,,
2.806,-2.684,-964.89801,,,,
3.172,-1.769,-965.447021,,,,
2.867,-3.233,-964.471008,,,,
3.965,-2.684,-964.531982,,,,
1.769,-4.209,-964.653992,,,,
4.026,-1.22,-966.117981,,,,
3.782,-0.732,-965.752014,,,,
3.05,-1.891,-963.677979,,,,
3.66,-0.732,-966.117981,,,,
3.477,-0.793,-965.56897,,,,
3.294,-2.684,-965.752014,,,,
4.148,-1.708,-965.934998,,,,
2.44,-2.928,-965.630005,,,,
2.989,-0.427,-964.776001,,,,
4.209,-1.342,-964.593018,,,,
4.941,-1.342,-963.312012,,,,
4.026,-0.183,-962.09198,,,,
0.671,-1.708,-964.044006,,,,
2.806,-1.403,-963.434021,,,,
3.538,-2.989,-964.776001,,,,
2.684,-1.098,-964.89801,,,,
