5.063,-39.955002,1010.465027,,7.100569444,-41.44272224,1010.467541
13.298,-41.236,1012.294983,,,,
10.919,-44.773998,1009.244995,,,,
11.834,-49.837002,1009.97699,,,,
3.843,-37.881001,1009.122986,,,,
16.409,-33.611,1009.122986,,,,
11.468,-34.891998,1009.794006,,,,
15.189,-35.441002,1010.038025,,,,
11.407,-43.126999,1010.830994,,,,
12.627,-43.188,1011.929016,,,,
15.372,-45.627998,1011.135986,,,,
10.98,-43.493,1011.197021,,,,
14.762,-41.662998,1009.794006,,,,
4.941,-34.587002,1011.013977,,,,
15.982,-37.514999,1011.197021,,,,
13.176,-42.639,1010.038025,,,,
11.041,-39.040001,1012.356018,,,,
15.799,-42.212002,1010.708984,,,,
1.464,-45.323002,1009.916016,,,,
11.59,-40.077,1007.598022,,,,
5.307,-43.370998,1010.526001,,,,
11.956,-36.173,1008.146973,,,,
7.686,-42.516998,1010.77002,,,,
7.137,-32.574001,1010.526001,,,,
12.383,-45.139999,1009.794006,,,,
14.335,-42.577999,1009.794006,,,,
8.479,-41.846001,1011.135986,,,,
7.991,-39.101002,1013.33197,,,,
8.906,-42.700001,1009.85498,,,,
12.139,-39.101002,1010.830994,,,,
6.161,-39.466999,1009.97699,,,,
11.102,-42.516998,1010.343018,,,,
8.601,-41.967999,1009.794006,,,,
11.895,-41.358002,1011.013977,,,,
10.37,-41.48,1008.940002,,,,
12.2,-34.891998,1010.64801,,,,
6.588,-38.43,1010.159973,,,,
9.455,-38.368999,1011.745972,,,,
10.797,-43.066002,1009.062012,,,,
5.124,-45.811001,1011.562988,,,,
8.906,-43.431999,1010.465027,,,,
9.516,-44.042,1010.64801,,,,
3.843,-45.688999,1010.526001,,,,
4.148,-37.758999,1011.197021,,,,
10.248,-38.43,1011.380005,,,,
12.078,-38.43,1008.63501,,,,
9.516,-39.955002,1010.465027,,,,
6.1,-41.113998,1011.745972,,,,
7.625,-42.821999,1011.807007,,,,
5.063,-45.383999,1011.075012,,,,
7.991,-41.785,1011.31897,,,,
9.15,-40.748001,1009.671997,,,,
5.002,-43.249001,1010.343018,,,,
7.076,-41.236,1009.916016,,,,
6.405,-43.310001,1011.013977,,,,
5.673,-38.491001,1011.257996,,,,
5.002,-42.334,1010.77002,,,,
5.429,-39.223,1010.830994,,,,
4.941,-43.126999,1010.830994,,,,
9.211,-39.101002,1010.892029,,,,
5.917,-41.418999,1010.77002,,,,
6.405,-40.077,1009.184021,,,,
6.222,-42.212002,1010.159973,,,,
7.198,-44.103001,1011.98999,,,,
4.758,-40.625999,1009.916016,,,,
10.187,-40.625999,1011.197021,,,,
3.111,-40.992001,1011.135986,,,,
9.272,-39.955002,1010.708984,,,,
9.272,-44.529999,1010.159973,,,,
6.466,-39.955002,1011.013977,,,,
4.148,-44.224998,1010.343018,,,,
5.002,-41.174999,1009.122986,,,,
9.15,-40.564999,1011.257996,,,,
-0.427,-39.284,1009.794006,,,,
